,MESH_ID,PTN_2015
433,523703993,54.7824
434,523704101,26.3189
435,523704102,21.2774
436,523704103,23.2589
437,523704104,39.566
438,523704111,23.2554
439,523704112,18.2537
440,523704113,289.8278
441,523704114,246.136
442,523704123,220.7794
443,523704124,227.2259
444,523704133,12.1844
445,523704134,114.4692
446,523704143,73.0708
447,523704144,172.3177
448,523704153,391.4745
449,523704154,261.3899
450,523704163,66.8736
451,523704164,97.3107
452,523704181,2.0525
453,523704183,43.6274
454,523704184,908.3972
455,523704191,11.1637
456,523704192,273.7733
457,523704193,1423.4694
458,523704194,1061.5754
459,523704201,501.7174
460,523704202,44.5397
461,523704203,320.1185
462,523704204,94.2821
463,523704211,6.0713
464,523704212,4.0442
465,523704213,6.1018
466,523704221,4.0449
467,523704222,51.6248
468,523704231,244.2548
469,523704232,288.5928
470,523704234,10.1298
471,523704241,268.4724
472,523704242,434.6424
473,523704243,1037.8288
474,523704244,917.4597
475,523704251,544.1793
476,523704252,350.7535
477,523704253,1303.9588
478,523704254,1036.1293
479,523704261,880.0283
480,523704262,294.8122
481,523704263,300.3269
482,523704264,1.0119
483,523704274,2.0306
484,523704282,1112.4209
485,523704283,611.7628
486,523704284,42.6755
487,523704291,1195.6176
488,523704292,1406.3661
489,523704293,116.6185
490,523704294,12.1926
491,523704301,97.3401
492,523704302,329.9593
493,523704303,284.1884
494,523704304,2.0392
495,523704311,47.6946
496,523704313,38.5062
497,523704314,6.0769
498,523704332,57.8593
499,523704334,52.8191
500,523704341,97.3935
501,523704342,1335.4541
502,523704343,483.4072
503,523704344,567.2563
504,523704351,930.1115
505,523704352,575.0416
506,523704353,111.6438
507,523704354,5.0749
508,523704361,114.73
509,523704362,1.0216
510,523704371,64.0708
511,523704372,577.4072
512,523704374,458.879
513,523704381,1020.2552
514,523704382,133.9575
515,523704383,254.8126
516,523704391,15.207
517,523704392,2.0481
518,523704393,2.0214
519,523704394,102.5304
520,523704411,280.0187
521,523704412,12.1606
522,523704413,19.3135
523,523704414,199.7516
524,523704423,110.429
525,523704424,13.2358
526,523704431,4.0672
527,523704432,169.757
528,523704433,947.5659
529,523704434,1211.5652
530,523704441,600.2917
531,523704442,453.1607
532,523704443,45.6507
533,523704444,260.3743
534,523704451,334.5656
535,523704452,4.0559
536,523704453,42.5248
537,523704491,184.608
538,523704492,492.0433
539,523704493,17.2781
540,523704494,552.9764
541,523704501,33.4571
542,523704503,82.3854
543,523704504,22.3111
544,523704511,148.8993
545,523704512,162.3296
546,523704513,123.6756
547,523704514,222.919
548,523704521,115.447
549,523704522,140.8677
550,523704523,562.9566
551,523704524,643.2881
552,523704531,1124.8048
553,523704532,1343.3846
554,523704533,626.7181
555,523704534,1140.1134
556,523704541,544.8348
557,523704542,78.8666
558,523704543,1211.9174
559,523704544,28.4429
560,523704564,17.2259
561,523704571,4.0538
562,523704591,11.1311
563,523704592,842.2086
564,523704593,8.0909
565,523704594,297.431
566,523704601,155.1687
567,523704602,87.2077
568,523704603,560.4595
569,523704604,30.4237
570,523704612,84.1022
571,523704613,165.0587
572,523704614,75.0639
573,523704621,783.1227
574,523704622,538.4993
575,523704623,819.5695
576,523704624,334.45
577,523704631,548.4928
578,523704632,1460.6465
579,523704633,253.3617
580,523704634,483.5247
581,523704641,988.3398
582,523704643,372.8323
583,523704662,19.2847
584,523704664,2.0329
585,523704671,229.3791
586,523704672,33.5902
587,523704673,617.0298
588,523704674,824.3748
589,523704683,12.1873
590,523704692,41.5693
591,523704701,290.7915
592,523704702,113.62
593,523704704,57.8282
594,523704711,88.1166
595,523704712,283.8167
596,523704713,16.2212
597,523704714,350.6068
598,523704721,143.0601
599,523704723,280.5648
600,523704724,124.5919
601,523704733,139.6725
602,523704771,655.6172
603,523704772,466.8775
604,523704781,36.8394
605,523704782,10.1376
606,523704783,113.6448
607,523704784,2.021
608,523704802,69.8833
609,523704803,217.7394
610,523704804,144.9342
611,523704811,4.0564
612,523704812,66.7725
613,523704813,186.4545
614,523704814,3.0396
615,523704821,129.5638
616,523704822,347.468
617,523704824,75.6296
618,523704831,324.0289
619,523704833,32.4667
620,523704871,2.02
621,523704881,135.067
622,523704883,388.6284
623,523704884,10.1194
624,523704891,52.7485
625,523704892,237.5216
626,523704893,243.5059
627,523704894,106.5879
628,523704901,2.0189
629,523704902,39.4684
630,523704903,1.0137
631,523704904,47.6145
632,523704911,381.0151
633,523704912,134.6795
634,523704913,121.5971
635,523704914,303.0184
636,523704921,28.442
637,523704922,146.8946
638,523704923,799.8479
639,523704924,288.9164
640,523704972,1.0207
641,523704981,59.8786
642,523704982,12.1628
643,523704983,43.596
644,523704984,91.3112
645,523704991,145.2148
646,523704992,54.8074
647,523704993,27.4127
648,523704994,6.1183
649,523705034,2.0377
650,523705052,6.9698
651,523705053,4.0034
652,523705054,7.0108
653,523705061,1.0055
654,523705062,78.1001
655,523705063,167.994
656,523705064,487.0845
657,523705071,259.1053
658,523705072,277.0072
659,523705073,426.8636
660,523705074,157.9942
661,523705081,276.0174
662,523705082,245.321
663,523705083,143.9115
664,523705084,105.9885
665,523705091,466.647
666,523705092,23.0426
667,523705093,221.7959
668,523705094,323.2559
669,523705101,158.2129
670,523705102,20.3251
671,523705103,1068.3645
672,523705104,586.568
673,523705111,43.6243
674,523705112,7.1022
675,523705113,852.6066
676,523705114,520.4685
677,523705121,153.2821
678,523705123,655.6789
679,523705124,450.422
680,523705132,6.0776
681,523705133,184.7125
682,523705134,283.1783
683,523705141,197.5352
684,523705142,50.0226
685,523705143,558.0535
686,523705144,836.2956
687,523705151,446.8323
688,523705152,516.9469
689,523705153,786.7757
690,523705154,932.0607
691,523705161,570.2152
692,523705162,498.0084
693,523705163,1150.3576
694,523705164,864.7646
695,523705171,246.9887
696,523705172,362.9395
697,523705173,440.3746
698,523705174,415.5598
699,523705181,315.129
700,523705182,693.4534
701,523705183,478.8149
702,523705184,748.3852
703,523705191,444.6742
704,523705192,260.8307
705,523705193,821.538
706,523705194,873.099
707,523705201,953.0038
708,523705202,793.6249
709,523705203,3.0648
710,523705211,447.7437
711,523705212,581.5089
712,523705221,868.4111
713,523705222,1401.502
714,523705223,83.2613
715,523705224,878.9467
716,523705231,1535.2758
717,523705232,1655.4425
718,523705233,829.2595
719,523705234,869.8873
720,523705241,1249.4164
721,523705242,998.843
722,523705243,1046.8336
723,523705244,1179.3669
724,523705251,406.5855
725,523705252,558.7817
726,523705253,1286.7985
727,523705254,1188.6655
728,523705261,976.9504
729,523705262,714.4609
730,523705263,1692.0807
731,523705264,1771.1146
732,523705271,336.5158
733,523705272,699.4915
734,523705273,1451.9086
735,523705274,1223.5093
736,523705281,1254.0668
737,523705282,515.7784
738,523705283,2018.971
739,523705284,1503.6908
740,523705291,1570.3374
741,523705292,1171.9066
742,523705293,1834.6303
743,523705294,1415.3881
744,523705301,18.2793
745,523705302,357.2412
746,523705303,1372.2441
747,523705304,1484.8505
748,523705311,1613.4804
749,523705312,334.9148
750,523705313,1458.3731
751,523705314,835.0126
752,523705321,10.1375
753,523705322,38.58
754,523705323,547.0545
755,523705324,927.6322
756,523705332,344.7025
757,523705333,117.6036
758,523705334,329.741
759,523705341,675.5268
760,523705342,485.3159
761,523705343,1377.6819
762,523705344,1326.969
763,523705351,715.4882
764,523705352,973.8401
765,523705353,439.6208
766,523705354,603.5796
767,523705361,1123.042
768,523705362,510.059
769,523705363,920.5363
770,523705364,833.9007
771,523705371,334.5631
772,523705372,1479.1888
773,523705373,750.2976
774,523705374,1403.8108
775,523705381,1877.007
776,523705382,1744.6661
777,523705383,1990.4355
778,523705384,2125.4092
779,523705391,1793.4488
780,523705392,1979.6257
781,523705393,2481.8294
782,523705394,1980.4663
783,523705401,1326.9015
784,523705402,525.6887
785,523705403,983.9785
786,523705404,74.0672
787,523705411,387.5688
788,523705412,285.0399
789,523705413,988.905
790,523705414,147.0534
791,523705421,681.0848
792,523705422,1785.5886
793,523705423,5.0786
794,523705424,16.2045
795,523705431,614.1624
796,523705432,1977.2739
797,523705433,137.0352
798,523705434,1535.5545
799,523705441,1388.1189
800,523705442,972.3179
801,523705443,1396.5325
802,523705444,33.5206
803,523705451,1692.5037
804,523705452,2296.8743
805,523705453,435.2968
806,523705454,2593.1667
807,523705461,1910.3928
808,523705462,1461.9794
809,523705463,2147.4207
810,523705464,1571.8044
811,523705471,1994.7391
812,523705472,2274.4165
813,523705473,1825.5176
814,523705474,1567.1913
815,523705481,2083.5169
816,523705482,1220.6911
817,523705483,1426.4027
818,523705484,1736.7374
819,523705491,2022.0383
820,523705492,1915.0072
821,523705493,1267.0117
822,523705494,1647.4453
823,523705501,223.1206
824,523705502,329.6674
825,523705503,58.8494
826,523705504,23.3184
827,523705511,126.8381
828,523705512,12.1984
829,523705513,45.7055
830,523705514,73.1283
831,523705523,89.2451
832,523705531,18.2907
833,523705532,304.3746
834,523705533,4.0543
835,523705534,55.787
836,523705541,2036.628
837,523705542,354.011
838,523705543,975.2218
839,523705544,1340.0498
840,523705551,3.0231
841,523705552,1602.3255
842,523705553,19.2712
843,523705554,527.6379
844,523705561,2108.4344
845,523705562,1864.3839
846,523705563,974.968
847,523705564,2046.7403
848,523705571,1912.3538
849,523705572,1718.1748
850,523705573,1597.9938
851,523705574,1096.978
852,523705581,1472.1404
853,523705582,2193.6043
854,523705583,1554.2281
855,523705584,2425.0931
856,523705591,1442.3115
857,523705592,2463.144
858,523705593,1806.8775
859,523705594,1108.5133
860,523705601,148.2144
861,523705602,2.0169
862,523705603,13.1911
863,523705604,8.0991
864,523705612,45.6887
865,523705613,88.2372
866,523705614,12.1575
867,523705621,286.3018
868,523705622,82.1808
869,523705623,200.853
870,523705624,194.9242
871,523705631,221.0166
872,523705632,247.5237
873,523705633,175.7336
874,523705634,268.9589
875,523705641,27.4479
876,523705642,1149.5698
877,523705643,303.3911
878,523705644,203.0138
879,523705651,246.4057
880,523705652,156.1524
881,523705653,269.5358
882,523705654,1336.6737
883,523705661,933.8568
884,523705662,1926.512
885,523705663,1271.5946
886,523705664,1783.8075
887,523705671,1239.2019
888,523705672,1891.4254
889,523705673,1752.0856
890,523705674,1566.1598
891,523705681,1345.2563
892,523705682,1177.0441
893,523705683,1196.2831
894,523705684,1890.3042
895,523705691,1619.2317
896,523705692,1501.5702
897,523705693,2222.4179
898,523705694,1974.504
899,523705701,126.8827
900,523705702,342.0777
901,523705703,1.0143
902,523705704,222.3986
903,523705711,22.294
904,523705712,77.1085
905,523705713,770.0113
906,523705714,1117.6851
907,523705721,47.7048
908,523705722,163.2559
909,523705723,194.7773
910,523705724,258.762
911,523705731,275.9867
912,523705732,158.3028
913,523705733,123.7891
914,523705734,442.4101
915,523705741,74.1546
916,523705742,429.2132
917,523705743,149.9998
918,523705744,415.7614
919,523705751,805.1445
920,523705752,1174.2183
921,523705753,641.8843
922,523705754,427.9258
923,523705761,1139.7722
924,523705762,1638.0661
925,523705763,1164.6038
926,523705764,1604.2978
927,523705771,1067.5204
928,523705772,2332.7683
929,523705773,1626.0472
930,523705774,2072.5112
931,523705781,1114.7313
932,523705782,1573.8536
933,523705783,1468.1631
934,523705784,1148.4991
935,523705791,1794.7386
936,523705792,1865.8154
937,523705793,1967.0184
938,523705794,2306.3502
939,523705803,28.4228
940,523705804,74.0545
941,523705811,191.6717
942,523705812,759.7246
943,523705813,144.121
944,523705814,14.2171
945,523705821,1400.0162
946,523705822,503.2971
947,523705823,566.094
948,523705824,473.1063
949,523705831,241.3803
950,523705832,482.036
951,523705833,212.991
952,523705834,177.5702
953,523705841,607.7493
954,523705842,880.7371
955,523705843,1000.3185
956,523705844,915.4368
957,523705851,860.3996
958,523705852,385.3113
959,523705853,538.6921
960,523705854,407.3344
961,523705861,274.6956
962,523705862,1109.2771
963,523705863,338.9346
964,523705864,1850.3719
965,523705871,1277.6995
966,523705872,1518.8263
967,523705873,1610.9142
968,523705874,1819.8693
969,523705881,907.5032
970,523705882,1653.5399
971,523705883,1708.7104
972,523705884,1588.1755
973,523705891,1778.2076
974,523705892,1520.0734
975,523705893,1590.7888
976,523705894,2350.8739
977,523705901,114.6749
978,523705903,16.2272
979,523705911,199.0838
980,523705912,300.3722
981,523705914,34.4653
982,523705921,52.859
983,523705922,207.0423
984,523705923,257.8546
985,523705924,79.2064
986,523705931,64.9668
987,523705932,146.202
988,523705933,69.0201
989,523705934,136.9453
990,523705941,483.8617
991,523705942,518.4042
992,523705943,511.193
993,523705944,146.2341
994,523705951,729.9139
995,523705952,49.8282
996,523705953,297.7731
997,523705954,118.0325
998,523705961,380.8032
999,523705962,1729.9248
1000,523705963,43.4741
1001,523705964,132.465
1002,523705971,2132.8624
1003,523705972,2025.8956
1004,523705973,625.371
1005,523705974,1057.9744
1006,523705981,1588.7099
1007,523705982,680.6961
1008,523705983,1909.5699
1009,523705984,2213.2107
1010,523705991,1694.0817
1011,523705992,1516.2848
1012,523705993,1486.2082
1013,523705994,709.0457
1014,523706001,136.9895
1015,523706002,397.4677
1016,523706003,87.9468
1017,523706004,60.9653
1018,523706011,608.161
1019,523706012,324.8515
1020,523706013,464.9229
1021,523706014,63.9409
1022,523706021,493.0755
1023,523706022,153.9846
1024,523706023,481.151
1025,523706024,501.0344
1026,523706032,773.0805
1027,523706034,844.012
1028,523706041,570.1223
1029,523706042,651.8931
1030,523706043,940.0201
1031,523706044,326.9395
1032,523706051,255.0255
1033,523706052,14.013
1034,523706053,937.9665
1035,523706054,414.9066
1036,523706061,235.9485
1037,523706062,124.1055
1038,523706063,338.0119
1039,523706064,181.9675
1040,523706072,79.1693
1041,523706073,94.9609
1042,523706074,82.9967
1043,523706081,22.9997
1044,523706083,135.0102
1045,523706084,292.9539
1046,523706091,2.0006
1047,523706092,331.9009
1048,523706093,199.0615
1049,523706094,84.9834
1050,523706101,422.7705
1051,523706102,36.0214
1052,523706103,481.6226
1053,523706104,283.5389
1054,523706111,586.7378
1055,523706112,463.9421
1056,523706113,597.9375
1057,523706114,579.7533
1058,523706121,361.0907
1059,523706122,925.9769
1060,523706123,512.903
1061,523706124,506.055
1062,523706132,541.9993
1063,523706134,196.9386
1064,523706141,707.8976
1065,523706142,187.9742
1066,523706143,380.8135
1067,523706144,146.9822
1068,523706151,971.7204
1069,523706152,126.008
1070,523706153,594.9103
1071,523706154,144.0064
1072,523706161,399.0547
1073,523706162,332.9669
1074,523706163,364.941
1075,523706164,469.8618
1076,523706171,127.0069
1077,523706172,268.965
1078,523706173,210.0052
1079,523706174,82.9757
1080,523706181,91.0205
1081,523706182,391.1369
1082,523706183,151.0156
1083,523706184,206.9868
1084,523706191,268.9339
1085,523706192,959.8586
1086,523706193,272.9844
1087,523706194,938.9034
1088,523706201,451.9975
1089,523706202,292.0625
1090,523706203,1082.7094
1091,523706204,1684.1555
1092,523706211,848.9548
1093,523706212,740.8063
1094,523706213,1513.4277
1095,523706214,977.8463
1096,523706221,643.16
1097,523706222,266.9902
1098,523706223,515.866
1099,523706224,232.8014
1100,523706231,11.9935
1101,523706232,86.9951
1102,523706233,97.0651
1103,523706234,11.0061
1104,523706241,465.9192
1105,523706242,1020.7746
1106,523706243,1287.711
1107,523706244,733.9322
1108,523706251,330.9288
1109,523706252,286.909
1110,523706253,17.9781
1111,523706254,309.8632
1112,523706261,504.8767
1113,523706262,343.8934
1114,523706263,335.9687
1115,523706264,292.9063
1116,523706271,290.8523
1117,523706272,548.7487
1118,523706273,324.8908
1119,523706274,224.9682
1120,523706281,402.8715
1121,523706282,31.9957
1122,523706283,465.018
1123,523706284,555.9498
1124,523706291,33.9731
1125,523706292,179.9874
1126,523706293,371.9703
1127,523706294,1.9989
1128,523706301,1874.6853
1129,523706302,1637.9846
1130,523706303,1634.3481
1131,523706304,1614.7443
1132,523706311,1381.3168
1133,523706312,1461.0923
1134,523706313,2315.6099
1135,523706314,1276.8242
1136,523706321,671.079
1137,523706322,112.0444
1138,523706323,321.8099
1139,523706324,177.9084
1140,523706331,229.2097
1141,523706333,169.1674
1142,523706341,388.0723
1143,523706342,404.92
1144,523706344,394.8092
1145,523706352,202.9406
1146,523706353,24.0033
1147,523706354,180.0311
1148,523706361,505.8683
1149,523706362,215.0294
1150,523706363,423.8114
1151,523706364,368.9233
1152,523706371,1259.8079
1153,523706372,673.767
1154,523706373,792.8641
1155,523706374,514.8457
1156,523706381,891.8956
1157,523706382,366.1477
1158,523706383,971.6332
1159,523706384,63.064
1160,523706391,220.0084
1161,523706392,80.9817
1162,523706393,63.0066
1163,523706394,115.9882
1164,523706401,1665.0995
1165,523706402,1598.7799
1166,523706403,1447.2538
1167,523706404,1533.3922
1168,523706411,1969.824
1169,523706412,447.7789
1170,523706413,2112.4611
1171,523706414,1678.6369
1172,523706421,230.9919
1173,523706422,139.0843
1174,523706423,919.825
1175,523706424,379.2317
1176,523706431,345.0383
1177,523706433,482.2723
1178,523706434,11.9851
1179,523706442,299.9508
1180,523706443,52.9975
1181,523706444,612.8528
1182,523706451,89.9662
1183,523706452,290.9328
1184,523706453,367.8381
1185,523706454,512.8059
1186,523706461,283.0104
1187,523706462,86.0119
1188,523706463,393.9033
1189,523706464,437.0053
1190,523706471,549.0893
1191,523706472,460.2126
1192,523706473,1424.0739
1193,523706474,1058.1382
1194,523706481,1108.3714
1195,523706482,5.0016
1196,523706483,854.0029
1197,523706484,489.0364
1198,523706491,219.9773
1199,523706492,57.9716
1200,523706493,111.0026
1201,523706494,9.0038
1202,523706501,1741.724
1203,523706502,1910.5926
1204,523706503,1188.8463
1205,523706504,1121.6748
1206,523706511,971.4745
1207,523706512,683.0624
1208,523706513,1983.2351
1209,523706514,1366.6837
1210,523706521,857.5034
1211,523706522,396.8926
1212,523706523,1358.1845
1213,523706524,529.685
1214,523706531,196.7075
1215,523706533,293.3233
1216,523706541,19.0028
1217,523706542,624.7132
1218,523706544,217.9733
1219,523706551,519.8966
1220,523706552,1173.6784
1221,523706553,317.1117
1222,523706554,840.7031
1223,523706561,294.8666
1224,523706562,218.9587
1225,523706563,443.011
1226,523706564,189.0033
1227,523706571,1328.61
1228,523706572,1451.0507
1229,523706573,636.9041
1230,523706574,1852.8351
1231,523706581,1403.1229
1232,523706582,1269.9104
1233,523706583,1300.036
1234,523706584,842.8299
1235,523706591,147.9991
1236,523706592,347.9086
1237,523706593,852.0749
1238,523706594,598.7609
1239,523706601,1617.8841
1240,523706602,983.322
1241,523706603,1724.9012
1242,523706604,1774.036
1243,523706611,812.4608
1244,523706612,1559.2094
1245,523706613,987.5208
