KEY_CODE,T000918001,T000918002,T000918003,T000918004,T000918005,T000918006,T000918007,T000918008,T000918009,T000918010,T000918011,T000918012,T000918013,T000918014,T000918015,T000918016,T000918017,T000918018,T000918019,T000918020,T000918021,T000918022,T000918023,T000918024,T000918025,T000918026,T000918027,T000918028,T000918029,T000918030,T000918031,T000918032,T000918033,T000918034,T000918035,T000918036,T000918037,T000918038,T000918039,T000918040
533802982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
533802991,12,2,0,2,0,10,0,0,2,1,0,0,0,6,0,0,0,1,0,87,44,0,44,0,43,0,0,17,3,0,0,0,20,0,0,0,3,0,67,20
533802993,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,11,7,6
533803012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
533803034,3,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,7,4,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,6,1
533803052,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
533803061,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
533803122,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
533803124,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,16,13,13,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,12,4
533803134,4,1,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,11,6,0,6,0,5,0,0,0,1,0,0,0,0,2,0,0,0,2,7,4
533803142,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
533803151,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1
533803154,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,17,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3
533803232,8,3,0,0,3,5,0,0,0,2,0,0,0,1,0,0,0,1,1,63,34,0,0,34,29,0,0,0,18,0,0,0,5,0,0,0,2,4,17,46
533803234,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21,20,0,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17,4
533803251,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
533803252,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
533803263,4,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,30,7,0,0,7,3,0,0,0,0,0,2,0,0,0,1,0,0,0,20,10
533803332,5,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,15,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2
533803334,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,15,0,0,6,10
533803351,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
533803352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
533803354,6,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,2,0,2,34,0,0,0,0,34,0,0,0,2,0,0,0,0,2,0,28,0,2,8,26
533803361,22,2,0,2,0,20,0,0,4,8,0,0,0,5,2,0,1,0,0,210,25,0,25,0,185,0,0,119,36,0,0,0,24,4,0,2,0,0,157,50
533803363,20,1,0,1,0,19,0,0,0,11,1,2,0,2,2,0,0,1,0,62,6,0,6,0,56,0,0,0,30,11,5,0,4,3,0,0,3,0,39,23
533803434,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
533803441,8,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,2,0,4,26,0,0,0,0,26,0,0,0,6,0,0,0,0,3,0,10,0,7,14,12
533803442,10,1,0,1,0,9,0,0,0,4,0,0,0,0,0,3,2,0,0,41,10,0,10,0,31,0,0,0,12,0,0,0,0,0,6,13,0,0,17,24
533803443,9,0,0,0,0,9,0,0,0,3,1,0,0,3,1,0,0,0,1,17,0,0,0,0,17,0,0,0,7,3,0,0,3,2,0,0,0,2,10,7
533803444,19,7,0,7,0,12,0,0,0,6,0,0,0,2,3,0,1,0,0,52,23,0,23,0,29,0,0,0,16,0,0,0,3,6,0,4,0,0,31,21
533803451,25,1,0,0,1,24,0,0,2,9,1,0,2,4,2,0,2,1,1,177,5,0,0,5,172,0,0,29,38,26,0,26,10,9,0,10,17,7,88,89
533803452,9,3,1,2,0,6,0,0,0,1,0,0,0,1,0,0,4,0,0,374,15,5,10,0,359,0,0,0,17,0,0,0,9,0,0,333,0,0,98,276
533803453,18,2,0,1,1,15,0,0,0,3,1,1,1,1,1,1,2,1,3,146,7,0,2,5,129,0,0,0,23,14,3,37,2,1,2,22,12,13,80,66
533803454,9,3,0,2,1,6,0,0,0,2,0,1,0,1,1,0,1,0,0,79,27,0,25,2,52,0,0,0,4,0,2,0,1,2,0,43,0,0,31,48
533803461,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5
533803463,3,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,11,8,0,8,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,9,2
533803503,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
533803532,38,1,0,1,0,37,0,0,1,22,0,1,0,5,2,1,0,0,5,231,3,0,3,0,228,0,0,2,70,0,4,0,23,2,13,0,0,114,143,88
533803533,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
533803534,14,0,0,0,0,13,0,0,0,1,0,0,0,1,0,0,1,0,10,110,0,0,0,0,104,0,0,0,2,0,0,0,0,0,0,48,0,54,49,61
533803541,21,1,0,1,0,20,0,0,0,11,0,0,0,3,1,0,0,1,4,88,8,0,8,0,80,0,0,0,24,0,0,0,29,1,0,0,2,24,56,32
533803543,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,65,0,0,0,0,65,0,0,0,0,0,0,0,0,0,40,0,0,25,35,30
533803544,5,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4
533803552,7,3,0,1,2,4,0,0,0,2,0,0,2,0,0,0,0,0,0,18,8,0,2,6,10,0,0,0,4,0,0,6,0,0,0,0,0,0,13,5
533803554,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4
533803561,11,5,1,2,2,6,0,0,0,2,0,0,0,3,0,0,0,0,1,56,31,2,12,17,25,0,0,0,4,0,0,0,3,0,0,0,0,18,37,19
533803563,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,20,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7
533803601,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,13,0,0,0,0,13,0,0,0,0,0,0,0,12,0,0,0,0,1,4,9
533803622,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
533803632,3,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,36,0,0,0,0,36,0,0,20,9,0,0,0,0,0,0,0,0,7,10,26
533803641,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
533803642,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
533803643,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
533803652,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
533803661,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,12,9,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6
533803663,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
533803703,5,2,0,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,25,13,0,11,2,12,0,2,0,0,0,0,0,8,0,0,0,0,2,16,9
533803733,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2
533803761,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
533803844,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
533803851,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,9,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4
533803853,3,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,6,2,0,2,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,3,3
533803864,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
533803903,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3
533803904,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
533803942,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,1,14
533803951,12,3,0,3,0,9,0,0,0,5,0,0,0,0,2,0,0,0,2,24,8,0,8,0,16,0,0,0,10,0,0,0,0,2,0,0,0,4,14,10
533803953,10,3,0,3,0,7,0,0,0,2,0,0,2,0,0,0,1,1,1,31,6,0,6,0,25,0,0,0,7,0,0,4,0,0,0,10,3,1,13,18
533803954,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,77,76,0,0,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,65,12
533803962,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,72,0,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7
533803963,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0
533803983,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
533804043,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,78,0,0,0,0,78,0,0,0,0,0,0,0,78,0,0,0,0,0,32,46
533804054,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,5,6
533804062,5,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,82,0,0,0,0,19,0,0,0,16,0,0,0,3,0,0,0,0,0,26,56
533804071,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
533804072,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1
533804073,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
533804074,5,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,101,48,0,0,48,47,0,0,0,47,0,0,0,0,0,0,0,0,0,43,58
533804091,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
533804092,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,9,6
533804094,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,22,0,0,0,0,22,0,0,0,4,0,0,0,0,18,0,0,0,0,14,8
533804142,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,6,1
533804144,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3
533804151,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,6,0,4,0,0,0,4,6
533804153,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
533804154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
533804164,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7
533804172,7,0,0,0,0,7,0,0,0,4,0,0,1,1,0,0,0,0,1,39,0,0,0,0,39,0,0,0,11,0,0,22,3,0,0,0,0,3,16,23
533804173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
533804174,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
533804181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
533804234,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
533804243,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2
533804244,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
533804252,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,3,0,1,17,0,0,4,17
533804254,4,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,1,20,2,0,0,2,18,0,0,0,0,0,0,0,0,0,0,17,0,1,4,16
533804261,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0,0,0,0,19,0,0,0,4,0,0,0,15,0,0,0,0,0,11,8
533804263,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,18,0,0,0,0,18,0,0,0,1,0,0,0,0,17,0,0,0,0,4,14
533804271,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
533804272,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,3,0,0,0,7,0,0,0,0,0,4,6
533804273,5,2,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,17,8,0,0,8,4,0,0,0,1,0,0,0,3,0,0,0,0,0,8,9
533804274,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
533804282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533804284,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
533804291,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
533804294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
533804342,4,2,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,10,4,0,2,2,6,0,0,0,5,0,0,0,1,0,0,0,0,0,6,4
533804343,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
533804344,3,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,4,1
533804351,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,5,4
533804352,5,1,0,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,18,9,0,9,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,11,7
533804353,12,5,0,3,2,6,0,0,1,2,1,0,0,0,0,0,0,1,1,47,14,0,11,3,25,0,0,12,2,4,0,0,0,0,0,0,5,2,31,16
533804354,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
533804363,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,12,13,3
533804371,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
533804374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
533804451,4,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,19,9,0,9,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,12,7
533804452,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
533804453,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,7,0,0,0,2,0,0,0,5,0,0,0,0,0,2,5
533804454,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3
533804461,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,5,2
533804463,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,38,0,0,0,0,38,0,0,0,15,0,0,0,23,0,0,0,0,0,19,19
533804543,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,10,5
533804551,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
533804552,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,2,8
533804563,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,147,0,0,0,0,147,0,0,0,0,0,0,0,0,147,0,0,0,0,147,0
533804652,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,44,0,0,0,0,44,0,0,0,18,0,0,0,0,0,26,0,0,0,27,17
533804653,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
533804662,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533804674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
533804681,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5
533804683,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1
533804684,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3
533804752,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,6,24
533804761,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
